Name,Price,Rating,Detail Link,Description
Woohoo Rooms Chueca,€ 1.183,"Puntuación: 9,29,2",https://www.booking.com/hotel/es/hostal-rao-mia-o.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=548&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=41732511_117013738_0_0_0&highlighted_blocks=41732511_117013738_0_0_0&matching_block_id=41732511_117013738_0_0_0&sr_pri_blocks=41732511_117013738_0_0_0__118350&from=searchresults,"El Woohoo Rooms Chueca goza de una ubicación céntrica en el distrito madrileño de Chueca, a 100 metros de la famosa Gran Vía, a 10 minutos a pie de la Puerta del Sol y a solo 3 minutos a pie de la estación de metro Chueca.

Las habitaciones de este establecimiento tienen WiFi gratuita y baño privado. El Woohoo Rooms Chueca también ofrece consigna de equipaje.

En las inmediaciones hay numerosos bares, restaurantes y tiendas.

El establecimiento se encuentra a menos de 10 minutos en transporte público de los lugares turísticos principales de Madrid, como el Museo del Prado y el Museo Reina Sofía."
GRAN VIA VALVERDE Apartaments & ROOMS PARKING,€ 513,"Puntuación: 5,55,5",https://www.booking.com/hotel/es/gran-via-valverde-rooms-tph.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=549&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=778625301_336228481_2_0_0&highlighted_blocks=778625301_336228481_2_0_0&matching_block_id=778625301_336228481_2_0_0&sr_pri_blocks=778625301_336228481_2_0_0__51332&from=searchresults,"GRAN VIA VALVERDE Apartaments & ROOMS PARKING ofrece alojamiento con wifi gratis, zona de cocina, nevera, horno y microondas a 600 metros del centro de Madrid.

También se ofrece fogones y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Estación de metro Gran Vía, Gran Vía y Museo Thyssen-Bornemisza. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Hotel Miau,€ 1.461,"Puntuación: 8,68,6",https://www.booking.com/hotel/es/miau.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=550&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=1226007_333379906_0_2_0&highlighted_blocks=1226007_333379906_0_2_0&matching_block_id=1226007_333379906_0_2_0&sr_pri_blocks=1226007_333379906_0_2_0__146101&from=searchresults,"El Hotel Miau, un establecimiento pequeño con encanto, está ubicado en un edificio del siglo XIX de la famosa plaza de Santa Ana. Hay conexión WiFi gratuita en todas las habitaciones.

Las habitaciones del Hotel Miau son cómodas y presentan una decoración sencilla de estilo contemporáneo. Algunas gozan de vistas a la plaza de Santa Ana.

La plaza de Santa Ana, una de las más animadas de Madrid, alberga una gran variedad de bares y restaurantes. El establecimiento está ubicado junto al teatro Español y cerca de muchos de los principales lugares de interés turístico, como la Puerta del Sol, Plaza Mayor, el Museo del Prado o el Museo Thyssen-Bornemisza. Hay aparcamiento disponible por un precio reducido cerca del establecimiento."
Onefam Sungate,€ 1.008,"Puntuación: 9,59,5",https://www.booking.com/hotel/es/sungate-hostel.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=551&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=117905220_91948938_0_0_0&highlighted_blocks=117905220_91948938_0_0_0&matching_block_id=117905220_91948938_0_0_0&sr_pri_blocks=117905220_91948938_0_0_0__100792&from=searchresults,"El Sungate Hostel está situado en pleno centro de Madrid, a 210 metros de la Puerta del Sol y a 5 minutos a pie de la estación de metro de Callao y de la Gran Vía. Ofrece conexión WiFi gratuita.

El Sungate Hostel cuenta con recepción 24 horas con servicio de venta de entradas para lugares de interés, cocina y salón de TV compartidos, taquillas, consigna de equipaje y servicio de lavandería bajo petición.

Dispone de habitaciones privadas y compartidas con aire acondicionado, calefacción, armario y baño compartido. La ropa de cama está incluida, y se ofrecen toallas por un suplemento.

El Sungate Hostel está rodeado de numerosas tiendas, bares y restaurantes. Se encuentra a 500 metros de la Plaza Mayor, a 15 minutos a pie del Museo del Prado, a 4 paradas de metro de la estación de tren de Atocha y a15 km del aeropuerto de Madrid Barajas."
"Radisson Blu Hotel, Madrid Prado",€ 1.853,"Puntuación: 8,88,8",https://www.booking.com/hotel/es/radisson-blu-madrid-prado.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=552&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=18997103_93714790_2_2_0&highlighted_blocks=18997103_93714790_2_2_0&matching_block_id=18997103_93714790_2_2_0&sr_pri_blocks=18997103_93714790_2_2_0__185300&from=searchresults,"Este hotel boutique está ubicado en pleno Triángulo del Arte, frente al Museo del Prado y a 500 metros de la estación de tren de Atocha (línea de alta velocidad). Hay WiFi gratuita.

Las habitaciones de este hotel de diseño disponen de TV de pantalla plana y cafetera Nespresso. Han sido diseñadas por las famosas decoradoras de interiores Sandra Tarruella e Isabel López.

Las habitaciones del Radisson Blu Madrid Prado están insonorizadas y tienen aire acondicionado. El baño privado incluye zapatillas y albornoz.

Alberga un restaurante típico con tapas y platos de la cocina española. Se halla en una pequeña plaza pública junto al acceso al hotel, no en un patio.

El hotel está muy bien ubicado, a solo unos minutos del Museo Thyssen y del Museo Reina Sofía. Se encuentra junto al Centro Cultural Caixa Forum."
El Pasaje,€ 889,"Puntuación: 7,87,8",https://www.booking.com/hotel/es/el-pasaje.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=553&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=9722301_232468732_0_2_0&highlighted_blocks=9722301_232468732_0_2_0&matching_block_id=9722301_232468732_0_2_0&sr_pri_blocks=9722301_232468732_0_2_0__88907&from=searchresults,"Este hostal está cerca de La Puerta del Sol, la zona más popular y comercial del centro histórico, y ofrece alojamiento céntrico y confortable en Madrid.

El establecimiento ocupa un edificio histórico totalmente renovado que combina elementos de época con otros de vanguardia. Hay conexión Wi-Fi gratuita.

El hostal se halla a unos minutos a pie de muchos monumentos y lugares de interés turístico, y está cerca de la estación de metro de Sol, perteneciente a 3 líneas."
MuchoMadrid,€ 809,"Puntuación: 8,48,4",https://www.booking.com/hotel/es/muchomadrid.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=554&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=36677108_88207989_0_0_0&highlighted_blocks=36677108_88207989_0_0_0&matching_block_id=36677108_88207989_0_0_0&sr_pri_blocks=36677108_88207989_0_0_0__80938&from=searchresults,"Este albergue confortable está situado en la famosa Gran Vía y ofrece habitaciones coloridas con aire acondicionado y conexión WiFi gratuita. Se encuentra a 100 metros de la estación de metro de Santo Domingo y a 3 minutos a pie de la estación de metro de Plaza España.

El Muchomadrid ofrece habitaciones dobles, triples y cuádruples, todas ellas con calefacción y mucha luz. Disponen de escritorio, taquilla gratuita para cada huésped y acceso a un baño compartido con ducha. Algunas habitaciones tienen balcón y ventanas con vistas a la Gran Vía. Se proporcionan toallas.

Todas las zonas comunes y las habitaciones tienen aire acondicionado.

El Muchomadrid goza de una ubicación ideal en el centro, a pocos pasos de bares, restaurantes, tiendas y los principales lugares de interés. Se encuentra a solo 10 minutos a pie del Palacio Real y de la Puerta del Sol, la plaza principal de Madrid."
Studio TEMPORAL Centro-Lavapiés FE6,€ 571,"Puntuación: 6,26,2",https://www.booking.com/hotel/es/studio-centro-lavapies-fe6.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=555&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=755854701_392328421_2_0_0&highlighted_blocks=755854701_392328421_2_0_0&matching_block_id=755854701_392328421_2_0_0&sr_pri_blocks=755854701_392328421_2_0_0__57083&from=searchresults,"Studio TEMPORAL Centro-Lavapiés FE6 ofrece alojamiento muy bien situado en el centro de Madrid, a poca distancia de Museo Reina Sofía y Estación de tren de Atocha. Este apartamento tiene acceso a una cocina totalmente equipada.

Este apartamento ofrece TV de pantalla plana, aire acondicionado y sala de estar. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta de Toledo. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km."
Oso Madrid Studios,€ 1.079,"Puntuación: 8,28,2",https://www.booking.com/hotel/es/oso-madrid-studios.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=556&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=1028724002_375598920_0_0_0&highlighted_blocks=1028724002_375598920_0_0_0&matching_block_id=1028724002_375598920_0_0_0&sr_pri_blocks=1028724002_375598920_0_0_0__107884&from=searchresults,"Oso Madrid Studios está en el centro de Madrid y ofrece alojamiento bien equipado y con wifi gratis a 11 min a pie de Plaza Mayor de Madrid y a 1 km de Mercado de San Miguel.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha y artículos de aseo gratuitos. La cocina tiene nevera, microondas y fogones. Para mayor comodidad, el alojamiento puede ofrecer toallas y ropa de cama por un suplemento.

Cerca del alojamiento hay puntos de interés como Puerta del Sol, Puerta de Toledo y Museo Reina Sofía. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km."
"Sleep, Shower and coffee near Madrid's Gran Via",€ 968,"Puntuación: 8,58,5",https://www.booking.com/hotel/es/sleep-shower-and-coffee-near-madrids-gran-via.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=557&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=1081676601_380751922_2_0_0&highlighted_blocks=1081676601_380751922_2_0_0&matching_block_id=1081676601_380751922_2_0_0&sr_pri_blocks=1081676601_380751922_2_0_0__96775&from=searchresults,"Sleep, Shower and coffee near Madrid's Gran Via se encuentra en el centro de Madrid, a 4 min a pie de Gran Vía y a 500 metros de Estación de metro Gran Vía, y ofrece wifi gratis. Este apartamento está a 14 min a pie de Royal Palace of Madrid y a 2,8 km de Museo Reina Sofía.

Este apartamento tiene aire acondicionado y cuenta con 1 dormitorio, TV de pantalla plana y cocina.

Cerca del alojamiento hay puntos de interés como Estación de metro Plaza de España, Museo Thyssen-Bornemisza y Templo de Debod. El aeropuerto más cercano (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km del alojamiento."
Petit Palace Alcalá,€ 1.456,"Puntuación: 8,38,3",https://www.booking.com/hotel/es/petitpalacealcalatorre.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=558&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=0_0_2_1_0&highlighted_blocks=0_0_2_1_0&matching_block_id=0_0_2_1_0&sr_pri_blocks=0_0_2_1_0__145644&from=searchresults,"El Petit Palace Alcala está ubicado en un rascacielos de la década de 1930, uno de los edificios más emblemáticos de Madrid, a solo 250 metros de la Puerta del Sol.

Las habitaciones están equipadas con minibar, aire acondicionado, TV de pantalla plana, WiFi gratuita y baño privado. La recepción ofrece un préstamo de bicicletas (sujetas a disponibilidad).

Este hotel sirve un desayuno buffet. Se ofrecen bebidas calientes gratuitas en la recepción del hotel.

El personal de la recepción 24 horas puede facilitar información sobre lugares de interés y actividades para disfrutar en Madrid. El casino de Madrid se encuentra a solo 100 metros, y el Círculo de Bellas Artes de Madrid, un centro multidisciplinar con uno de los programas culturales más dinámicos del mundo, está a solo 3 minutos a pie.

Los museos El Prado, Reina Sofía y Thyssen quedan a unos 15 minutos a pie. La estación de metro Sevilla está justo al lado del hotel, mientras que la estación de tren de Atocha queda a 15 minutos a pie."
Hostal Mendoza,€ 1.291,"Puntuación: 7,97,9",https://www.booking.com/hotel/es/mendoza.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=559&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=43951104_88209536_0_0_0&highlighted_blocks=43951104_88209536_0_0_0&matching_block_id=43951104_88209536_0_0_0&sr_pri_blocks=43951104_88209536_0_0_0__129060&from=searchresults,"El Hostal Mendoza, situado en el centro de la ciudad de Madrid y a solo 20 metros de la Gran Vía, dispone de habitaciones individuales o dobles modernas con conexión Wi-Fi gratuita y taquillas gratuitas. Hay aparcamiento público en los alrededores.

Todas las habitaciones están insonorizadas y tienen aire acondicionado, suelo de madera, escritorio, TV de pantalla plana de 42 pulgadas con puerto USB, armario y baño privado con ducha, artículos de aseo gratuitos y toallas. Además, hay taquillas gratuitas.

El establecimiento está rodeado de discotecas y bares conocidos, restaurantes típicos, tiendas y lugares de interés cultural. Además, se encuentra a 350 metros de la Puerta del Sol y a menos de 3 minutos a pie de El Corte Inglés.

El Hostal Mendoza se encuentra en una calle tranquila del centro, bien comunicada en transporte público y a 150 metros de las estaciones de metro de Gran Vía y Callao.

La calle Alcalá está a 15 minutos a pie. El personal del establecimiento puede facilitar información sobre los numerosos lugares de interés que hay en Madrid, así como reservar transporte, entradas para espectáculos y mesas en restaurantes.

Hay aparcamiento público en las inmediaciones por un suplemento."
Gran Vía 55 - Excellent Apartments,€ 1.420,"Puntuación: 9,39,3",https://www.booking.com/hotel/es/gran-via-55-piso-superior-apartamento.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=560&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=714021001_298424718_2_0_0&highlighted_blocks=714021001_298424718_2_0_0&matching_block_id=714021001_298424718_2_0_0&sr_pri_blocks=714021001_298424718_2_0_0__141960&from=searchresults,"Gran Vía 55 - Excellent Apartments está en pleno corazón de Madrid y ofrece vistas a la ciudad desde el balcón. El alojamiento está a 5 min a pie de Gran Vía y tiene wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 1 dormitorio, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de metro Gran Vía, Estación de metro Plaza de España y Templo de Debod. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 19 km."
Motel lavapies,€ 500,"Puntuación: 4,34,3",https://www.booking.com/hotel/es/motel-lavapies.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=561&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=702138701_288783120_2_0_0&highlighted_blocks=702138701_288783120_2_0_0&matching_block_id=702138701_288783120_2_0_0&sr_pri_blocks=702138701_288783120_2_0_0__50000&from=searchresults,"Motel lavapies está muy bien situado en el barrio de Centro de Madrid, Madrid, a 11 min a pie de Estación de tren de Atocha, a 1,2 km de Plaza Mayor de Madrid y a 14 min a pie de Mercado de San Miguel. Este alojamiento ofrece salón de uso común y servicio de habitaciones, además de wifi gratis en todo el alojamiento. El alojamiento está a 7 min a pie de Museo Reina Sofía y a 1 km del centro de la ciudad.

Todas las habitaciones de este alojamiento están equipadas con zona de estar y TV de pantalla plana con canales por cable. En el hostal o pensión, las habitaciones incluyen ropa de cama y toallas.

El personal de recepción habla tanto inglés como español y está dispuesto a ayudar en cualquier momento.

Cerca del alojamiento hay puntos de interés como Puerta de Toledo, Parque de El Retiro y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 15 km."
Social - kitchen home - apartment Madrid,€ 1.261,"Puntuación: 7,57,5",https://www.booking.com/hotel/es/social-kitchen-home-apartment-madrid.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=562&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=804265801_341795892_4_0_0&highlighted_blocks=804265801_341795892_4_0_0&matching_block_id=804265801_341795892_4_0_0&sr_pri_blocks=804265801_341795892_4_0_0__126096&from=searchresults,"Social - kitchen home - apartment Madrid ofrece alojamiento muy bien ubicado en el centro de Madrid y tiene terraza. El alojamiento está a 3 min a pie de Mercado de San Miguel y dispone de wifi gratis en todo el alojamiento.

Este apartamento con aire acondicionado consta de 1 dormitorio independiente, una sala de estar, una cocina totalmente equipada y 1 baño. Hay TV de pantalla plana.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Gran Vía y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
DoubleTree by Hilton Madrid-Prado,€ 1.564,"Puntuación: 8,98,9",https://www.booking.com/hotel/es/doubletree-by-hilton-madrid-prado.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=563&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=190903702_97553167_2_2_0&highlighted_blocks=190903702_97553167_2_2_0&matching_block_id=190903702_97553167_2_2_0&sr_pri_blocks=190903702_97553167_2_2_0__156449&from_sustainable_property_sr=1&from=searchresults,"DoubleTree by Hilton Madrid-Prado es un alojamiento muy bien ubicado en el centro de Madrid que ofrece habitaciones con aire acondicionado, centro de fitness, wifi gratis y restaurante. Este hotel de 4 estrellas ofrece servicio de habitaciones y recepción 24 horas. El bar es ideal para tomar algo.

Todas las habitaciones cuentan con minibar.

El hotel ofrece desayuno buffet o continental.

Cerca del alojamiento hay puntos de interés como Parque de El Retiro, Museo Reina Sofía y Estación de tren de Atocha. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
Apartamento en Gran Vía de Madrid 45 4,€ 950,"Puntuación: 7,67,6",https://www.booking.com/hotel/es/apartamento-en-la-gran-via-de-madrid.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=564&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=784786701_337982809_2_0_0&highlighted_blocks=784786701_337982809_2_0_0&matching_block_id=784786701_337982809_2_0_0&sr_pri_blocks=784786701_337982809_2_0_0__95004&from=searchresults,"Apartamento en Gran Vía de Madrid 45 4 está en pleno corazón de Madrid, a solo 4 min a pie de Gran Vía y a 600 metros de Estación de metro Gran Vía. Este apartamento está a 9 min a pie de Royal Palace of Madrid y a 800 metros de Mercado de San Miguel.

Este apartamento de 1 dormitorio dispone de wifi gratis, TV de pantalla plana, lavadora y cocina con nevera ymicroondas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Estación de metro Plaza de España, Museo Thyssen-Bornemisza y Templo de Debod. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 13 km."
apartamentos reformados para 6 personas en lavapies,€ 1.230,"Puntuación: 6,06,0",https://www.booking.com/hotel/es/apartamentos-reformados-para-6-personas-en-lavapies.es.html?label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4ApSY5bwGwAIB0gIkNjc3MmU3MmYtMjRhMi00NWVlLTgyYWEtOWYxNDhmMDdiZjk12AIF4AIB&aid=304142&ucfs=1&arphpl=1&checkin=2025-03-01&checkout=2025-03-07&dest_id=176&dest_type=district&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=565&sr_order=popularity&srpvid=f0df97344bc50160&srepoch=1738099981&all_sr_blocks=1326506903_405260071_6_0_0&highlighted_blocks=1326506903_405260071_6_0_0&matching_block_id=1326506903_405260071_6_0_0&sr_pri_blocks=1326506903_405260071_6_0_0__122992&from=searchresults,"Apartamentos reformados para 6 personas en lavapies ofrece alojamiento con wifi gratis, cocina, nevera, horno y microondas a 900 metros del centro de Madrid.

Cada unidad dispone de baño privado, ducha, aire acondicionado, TV y tostadora.

Cerca del alojamiento hay puntos de interés como Plaza Mayor de Madrid, Mercado de San Miguel y Puerta del Sol. El aeropuerto (Aeropuerto Adolfo Suárez Madrid - Barajas) está a 14 km."
