Name,Price,Score,Description
Catalonia Ramblas 4* Sup,€ 2.758,8.5,"El Catalonia Ramblas 4* Sup está ubicado en Barcelona, junto a la famosa zona de Las Ramblas y a 3 minutos a pie de la céntrica plaza de Cataluña, y ofrece piscina de temporada al aire libre con terraza orientada al sur, bar cafetería junto a la piscina y zona de chill-out.

Las habitaciones, amplias y luminosas, se hallan en un edificio modernista. Disponen de WiFi gratuita, set de té/café y Smart TV de pantalla plana con canales vía satélite y la aplicación Chromecast. Algunos alojamientos tienen terraza privada con piscina. Hay servicio de habitaciones.

El spa del Catalonia Ramblas 4* Sup cuenta con zona de relajación. Hay sauna, baño de vapor y bañera de hidromasaje. También se ofrecen tratamientos de belleza y un servicio de masajes.

El restaurante Pelai del hotel sirve platos catalanes elaborados según el concepto de cocina de mercado. Los platos se elaboran en una cocina de carbón y pueden tomarse en la terraza Pelai, situada en la azotea y que cuenta con una zona de chill-out con vistas panorámicas a la ciudad. El desayuno buffet se sirve todos los días. Los fines de semana, está disponible hasta las 11:00.

En verano, la terraza está abierta hasta las 00:00 y ofrece una carta veraniega, además de cócteles y batidos."
Eurostars Grand Marina Hotel GL,€ 3.085,8.3,"Este hotel de diseño, de 5 estrellas, está situado en el edificio del World Trade Center, a 5 minutos a pie de La Rambla, y goza de vistas al puerto de Barcelona. Ofrece piscina de temporada en la azotea, gimnasio y terraza amplia.

Las modernas habitaciones del Eurostars Grand Marina Hotel GL están decoradas con tejidos en tonos cálidos y suelo de madera. También tienen TV de pantalla plana vía satélite, escritorio amplio y carta de almohadas.

El elegante restaurante Grand Marina sirve platos mediterráneos elaborados con ingredientes de temporada, mientras que el bar del vestíbulo ofrece cócteles exóticos y música en directo. Por las mañanas se sirve un desayuno abundante en la terraza, cuando el tiempo lo permite.

El gimnasio del Marina GL está equipado con aparatos cardiovasculares y pesas libres. También se ofrece servicio de masajes.

La estación de metro de Drassanes, que enlaza con el resto de la ciudad, está a solo 500 metros del hotel, mientras que el aeropuerto de Barcelona se encuentra a 15 km."
Moderno,€ 1.308,7.6,"El Hotel Moderno está situado en el centro, en una calle lateral ubicada a solo 20 metros de las famosas Ramblas de Barcelona. Ofrece WiFi gratuita en todas sus instalaciones.

Todas las habitaciones del Moderno están insonorizadas y cuentan con calefacción y aire acondicionado. También hay TV por cable, nevera y baño privado con artículos de aseo.

El hotel está a pocos pasos del mercado de la Boquería, en las Ramblas. La plaza de Catalunya y la catedral de la ciudad se encuentran a pocos minutos a pie.

La ruta por la ciudad que ofrece el hotel es ideal para descubrir Barcelona. También hay servicio de venta de entradas y 3 ordenadores en el vestíbulo, que se pueden utilizar de forma gratuita.

El Moderno tiene una recepción abierta las 24 horas y ofrece registros de entrada y de salida exprés."
Fisa Rentals Gran Via Apartments,€ 2.615,8.8,"El establecimiento Fisa Rentals Gran Via Apartments ofrece apartamentos elegantes a 5 minutos a pie de la plaza de Cataluña y de Las Ramblas. Los alojamientos están equipados con wifi gratuita y TV de pantalla plana.

Cada apartamento del Fisa Rentals es amplio y presenta una decoración moderna con un elegante suelo de madera. Todos los apartamentos disponen de aire acondicionado, aunque hay 1 dormitorio sin aire acondicionado. Todos los apartamentos tienen zona de estar amplia con TV vía satélite. La cocina está bien equipada y también cuenta con lavadora.

Los apartamentos están bien comunicados con el centro de Barcelona. Se hallan a unos 10 minutos a pie de varias tiendas, bares y restaurantes.

El paseo de Gracia se encuentra a 300 metros. La Casa Batlló y La Pedrera (ambas obras de Gaudí) quedan a 15 minutos a pie. Las estaciones de metro Passeig de Gràcia y Urquinaona están a unos 200 metros."
Ilunion Auditori,€ 1.948,8.3,"El Ilunion Auditori, situado a 10 minutos a pie de la estación de tren y de la estación de metro Arc de Triomf, alberga un gimnasio y tiene una piscina de 3 metros de ancho y 5 metros de largo en la azotea. Hay WiFi gratuita en todas las zonas.

Todas las habitaciones del Auditori son modernas y disponen de suelo de madera, aire acondicionado, caja fuerte y TV de pantalla plana con canales vía satélite. El baño privado incluye secador de pelo y artículos de aseo gratuitos.

Este hotel está adaptado para personas con movilidad reducida y cuenta con la certificación oficial. Las habitaciones adaptadas están disponibles bajo petición (también para personas con discapacidad auditiva o visual).

El Ilunion Auditori sirve un desayuno diario. También se ofrece un menú especial para celíacos y personas con intolerancias. Además, hay numerosos restaurantes y bares en las zonas cercanas del Eixample, el Born y el Barrio Gótico.

Este establecimiento alberga un gimnasio equipado con máquinas de ejercicio cardiovascular. La piscina de temporada de la azotea está rodeada de tumbonas y ofrece vistas impresionantes a la ciudad.

El famoso Auditorio de Barcelona se halla a 5 minutos a pie del establecimiento, mientras que la basílica de la Sagrada Familia y el parque de la Ciutadella quedan a 1,5 km. Asimismo, este establecimiento facilita aparcamiento privado subterráneo por un suplemento.

Este hotel está adaptado para personas con movilidad reducida (cuenta con certificación oficial)."
El Born Guest House by Casa Consell,€ 1.796,8.3,"El Born Guest House by Casa Consell se encuentra en Barcelona, junto a la estación de tren de Francia. Además, hay WiFi gratuita. La playa de La Barceloneta se sitúa a 15 minutos a pie.

Las habitaciones están insonorizadas y cuentan con TV y aire acondicionado. Algunas tienen balcón con vistas a la ciudad. Todas constan de baño privado, caja fuerte y consigna de equipaje.

El establecimiento está a solo 2 minutos a pie del mercado del Born. En la zona hay numerosos bares y restaurantes.

El establecimiento se sitúa a solo 200 metros del parque de La Ciutadella y el zoológico de Barcelona. Asimismo, se encuentra a 15 minutos a pie del puerto de Barcelona y La Rambla. La estación de metro de Barceloneta está a 400 metros."
Habitat Apartments Alissia,€ 2.110,7.6,"Habitat Apartments Alissia está en el centro de Barcelona, a 1,7 km de Platja del Somorrostro y a 1,7 km de Platja de la Barceloneta, y ofrece alojamiento con wifi gratis y balcón.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha y secador de pelo. También hay nevera, microondas y tostadora, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Platja de Sant Miquel, Museo Picasso y Catedral de Barcelona. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 13 km."
Aspasios Plaza Real Apartments,€ 1.684,8.3,"El Aspasios Plaza Real Apartments se encuentra al lado de las famosas Ramblas y ofrece estudios con aire acondicionado y balcón con vistas a la calle. El mercado de La Boquería y el Gran Teatro del Liceo se sitúan a 2 minutos a pie.

Los estudios presentan suelo elegante de madera y una decoración funcional. Los estudios se dividen en zona de dormitorio y zona de salón comedor con TV y reproductor de DVD. Todos tienen WiFi gratuita y canales internacionales.

La zona de cocina, bien equipada, incluye fogones, horno, hervidor de agua eléctrico y microondas. También hay lavavajillas y lavadora.

El Aspasios Plaza Real Apartments está en una zona ideal en el Barrio Gótico, junto a la animada plaza Reial. La catedral y el ayuntamiento de Barcelona se sitúan a 5 minutos a pie y la estación de metro de Liceu se encuentra a 150 metros."
Barcelonaguest,€ 2.796,8.0,"Los apartamentos, recientemente reformados, están ubicados en el distrito de L’Eixample, en el centro de la cosmopolita y dinámica ciudad de Barcelona, a sólo 5 minutos de Paseo de Gracia, Rambla Cataluña y Plaza Cataluña.  

Se trata de apartamentos modernos y completamente equipados. Su situación es ideal para turistas, ya que se encuentran en una zona residencial céntrica y segura. 

Ofrecen además excelentes conexiones con la estación de metro, paradas de bus y la estación de tren de la RENFE, que le permitirán acceder con facilidad a los sitios de interés de Barcelona. Visite los famosos edificios de Gaudí, situados en el Paseo de Gracia y en La Rambla, donde además podrá disfrutar de las tiendas de moda y de los animados cafés y restaurantes."
1213 - Ciutadella Nice Apartment,€ 2.172,7.9,"1213 - Ciutadella Nice Apartment está en el barrio de Sant Martí, en Barcelona, a 11 min a pie de Platja de la Nova Icària, a 1,1 km de Platja del Somorrostro y a 15 min a pie de Platja del Bogatell. Hay wifi gratis en todo el alojamiento y parking privado en el propio alojamiento.

Este apartamento con aire acondicionado se compone de 2 dormitorios independientes, una sala de estar, una cocina totalmente equipada con microondas y 1 baño. Hay toallas y ropa de cama en el apartamento.

Hay servicio de alquiler de bicicletas y servicio de alquiler de coches en el apartamento.

Cerca del alojamiento hay puntos de interés como Port Olimpic, Santa María del Mar y Museo Picasso. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Sweett - Carrer Bailen,€ 2.680,8.3,"Sweett - Carrer Bailen se encuentra en el centro de Barcelona, a 10 min a pie de Paseo de Gracia y a 1 km de Estación de metro Passeig de Gràcia, y ofrece alojamiento con wifi gratis.

El apartamento ofrece balcón, vistas a la ciudad, zona de estar, TV de pantalla plana, cocina totalmente equipada con nevera y lavavajillas, y baño privado con ducha y artículos de aseo gratuitos. También se ofrece horno, microondas y fogones, además de cafetera y hervidor.

Cerca del alojamiento hay puntos de interés como Casa Batlló, La Pedrera y Palacio de la Música Catalana. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
"Hotel Balmes, a member of Preferred Hotels & Resorts",€ 2.680,8.4,"El Balmes se encuentra en el centro de Barcelona, a 5 minutos a pie del famoso Paseo de Gracia. Ofrece piscina, centro de fitness y habitaciones modernas con TV vía satélite.

Las habitaciones del Hotel Balmes tienen una decoración sencilla y elegante y cuentan con suelo de parqué y aire acondicionado. Todas disponen de baño privado, TV de pantalla plana y wifi gratuita.

El bar B, al igual que el resto del alojamiento, está decorado con obras de arte africano.

La recepción está abierta las 24 horas y se ofrecen servicios de venta de entradas para visitas guiadas, espectáculos en directo y otros eventos. En el vestíbulo hay un ordenador de uso gratuito.

Este alojamiento está situado a menos de 10 minutos a pie de la Casa Batlló y La Pedrera de Gaudí. Las Ramblas y el encantador Barrio Gótico de Barcelona se hallan a unos 15 minutos a pie."
Eric Vökel Boutique Apartments - Gran Vía Suites,€ 2.373,9.1,"El establecimiento Eric Vökel Gran Via Suites ofrece apartamentos boutique en el centro de Barcelona, a 10 minutos a pie de la plaza de España. Los apartamentos son elegantes y están equipados con WiFi gratuita.

Todos los apartamentos del Eric Vökel tienen una bonita decoración de estilo contemporáneo y están equipados con aire acondicionado, zona de cocina bien equipada y zona de estar amplia con TV de pantalla plana.

Hay numerosos bares y cafeterías a unos 100 metros del establecimiento Suites. Estos apartamentos están ubicados en la Gran Vía, cerca de varios supermercados y tiendas.

El establecimiento Vökel se encuentra a solo 20 minutos a pie de la montaña de Montjuic y del Museo Nacional de Arte de Cataluña. El famoso paseo de Las Ramblas y el Barrio Gótico de los alrededores quedan a 10 minutos en metro."
Petit Palace Boqueria Garden,€ 2.570,8.1,"El Petit Palace Boqueria Garden, situado en un edificio histórico del siglo XIX junto al mercado de La Boquería, se encuentra a 10 metros de Las Ramblas, ofrece WiFi gratuita de alta velocidad y cuenta con iPads y bicicletas de uso gratuito (sujetos a disponibilidad).

Las habitaciones del Petit Palace Boqueria Garden disponen de TV de pantalla plana, caja fuerte para ordenador portátil y baño privado. El hotel también ofrece un servicio de alquiler de motos eléctricas, sujeto a disponibilidad.

El bar del hotel está situado junto a un patio privado con jardín y árboles centenarios que forma parte del patrimonio arquitectónico de Barcelona.

El Petit Palace Boqueria Garden se halla en el Barrio Gótico de Barcelona, a solo 1 minuto a pie de la estación de metro de Liceu, que ofrece conexiones con toda la ciudad. La plaza de Cataluña está a 800 metros, mientras que el puerto de Barcelona se encuentra a 8 minutos a pie."
,€ 2.384,9.0,"El Apartaments-Hotel Hispanos 7 Suiza se encuentra en Barcelona y ofrece alojamiento con aire acondicionado y balcón. El establecimiento dispone de wifi gratuita y aparcamiento privado. Hay recepción 24 horas, ascensor y consigna de equipaje.

El aparthotel es amplio y cuenta con 2 dormitorios, TV de pantalla plana, cocina totalmente equipada con lavavajillas y horno, lavadora y 2 baños con bidet. El alojamiento está insonorizado y tiene bañera. El aparthotel proporciona ropa de cama, toallas y servicio diario de camarera de pisos.

El aparthotel alberga un supermercado pequeño.

A poca distancia del establecimiento se pueden hacer excursiones turísticas. El apartahotel presta un servicio de alquiler de coches.

Los lugares de interés populares cerca del Apartaments-Hotel Hispanos 7 Suiza incluyen la Sagrada Familia, La Pedrera y la Casa Batlló. El aeropuerto de Barcelona-El Prat es el más cercano y está situado a 15 km del alojamiento. Se ofrece un servicio de enlace con el aeropuerto por un suplemento."
Sunotel Club Central,€ 2.437,8.0,
Catalonia Passeig de Gràcia 4* Sup,€ 3.008,9.1,"El Catalonia Passeig de Gràcia 4* Sup se encuentra en Barcelona, junto al paseo de Gracia, y ofrece piscina al aire libre, gimnasio gratuito, terraza, WiFi gratuita y aparcamiento privado de pago.

Todas las habitaciones del Catalonia Passeig de Gràcia 4* Sup incluyen Smart TV con aplicación Chromecast.

El restaurante sirve cocina mediterránea y una selección de platos del menú Gourmet Corner. Se preparan menús sin gluten bajo petición.

También hay un gastrobar y un bar con carta de cócteles. El establecimiento cuenta con estación de carga para vehículos eléctricos.

El alojamiento está situado a 500 metros de la Casa Batlló de Gaudí, a 200 metros de la estación de metro Passeig de Gràcia, a 13 minutos a pie de La Pedrera y a 7 minutos a pie del Palau de la Música Catalana. El alojamiento está ubicado a 350 metros de la parada del autobús del aeropuerto.

El establecimiento se halla a 350 metros de la plaza Catalunya, donde paran los autobuses del aeropuerto. "
Hotel Regina Barcelona,€ 2.246,8.9,"El Hotel Regina Barcelona ocupa un edificio histórico del siglo XIX situado en Barcelona, a solo 50 metros de la plaza de Catalunya y de las Ramblas. Además, el establecimiento ofrece WiFi gratuita de alta velocidad y habitaciones modernas.

Este hotel centenario se fundó en 1917 y presenta un diseño arquitectónico precioso con una entrada impresionante en estilo art nouveau.

Las habitaciones del Hotel Regina Barcelona son amplias y disponen de aire acondicionado, calefacción central y TV vía satélite. También incluyen té y café gratuitos, caja fuerte, escritorio, minibar y baño privado con secador de pelo y artículos de aseo ecológicos. Algunas habitaciones cuentan con balcón.

Por las mañanas se sirve un desayuno buffet variado con productos caseros de la zona. También alberga un bar y ofrece servicio de habitaciones de 07:00 a 00:00.

Además, hay recepción las 24 horas y mostrador de información turística. El Regina se encuentra a 10 minutos a pie de la Casa Batlló y de La Pedrera de Gaudí, ubicadas en el paseo de Gràcia. Asimismo, el establecimiento se halla a menos de 5 minutos a pie de la estación de metro y de tren de Catalunya y de la parada del autobús del aeropuerto."
Happy People Gaudi Sant Pau Apartments,€ 2.947,8.0,"El Happy People Sagrada Familia Apartments ofrece apartamentos y estudios con aire acondicionado y WiFi gratuita. El alojamiento está a 5 minutos a pie de la estación de metro de Camp de l'Arpa.

Los estudios y apartamentos incluyen zona de salón comedor con aire acondicionado, sofá, TV de pantalla plana y zona de cocina con microondas, lavavajillas y nevera. Algunas habitaciones cuentan con ventilador de techo. El baño es moderno e incluye secador de pelo. Se proporcionan toallas y ropa de cama.

A 5 minutos a pie hay diversos bares, restaurantes y supermercados. El establecimiento ofrece recorridos gratuitos por la ciudad. El servicio de enlace con el aeropuerto está disponible bajo petición y por un suplemento.

Este establecimiento se encuentra en una zona residencial del distrito del Eixample, a 15 minutos a pie de la Sagrada Familia. Se puede llegar a Plaza Catalunya y las Ramblas en 30 minutos en transporte público. El hospital de Sant Pau, un espectacular ejemplo de arquitectura modernista, se encuentra a 5 minutos a pie."
Apartments Sata Park Guell Area,€ 1.384,8.9,"Estos apartamentos amplios y modernos se encuentran en una zona tranquila de Barcelona, a 2 minutos a pie de la estación de metro de Lesseps y a 4 paradas de la Plaza Catalunya.

Los Apartaments Sata Park Guell Area llevan el nombre de un parque peculiar y espectacular de la zona, diseñado por el famoso arquitecto modernista Antoni Gaudí. Desde allí, se puede llegar en metro al animado centro de la ciudad en 10 minutos.

Los apartamentos presentan una decoración minimalista y disponen de zona de salón comedor soleada con cocina y 1 o 2 dormitorios.

Las fotografías de la parte superior de esta página reflejan una selección de los distintos apartamentos del edificio. Para ver las fotografías de cada apartamento en concreto, basta con elegir la fecha y hacer clic en el alojamiento que se desee consultar."
Ilunion Les Corts Spa,€ 2.569,8.2,"El Ilunion Les Corts Spa está ubicado en Barcelona y cuenta con piscina de temporada al aire libre, centro de fitness, terraza y bar. Este hotel de 4 estrellas dispone de wifi gratuita, servicio de habitaciones y recepción 24 horas. Hay servicio de conserjería, mostrador de información turística y servicio de cambio de divisa.

Las habitaciones del hotel disponen de aire acondicionado, escritorio, hervidor de agua, minibar, caja fuerte, TV de pantalla plana y baño privado con bidet. Todas las habitaciones del Ilunion Les Corts Spa incluyen ropa de cama y toallas.

Todos los días se sirve un desayuno sin gluten.

El Ilunion Les Corts Spa está a menos de 1 km del Camp Nou y a 3,5 km de la estación de tren de Sants. El aeropuerto de Barcelona-El Prat, situado a 11 km, es el más cercano.

El hotel se encuentra a 15 minutos en coche de la plaza España, desde donde parte el servicio de traslado al estadio de Montjuic."
Sansi Pedralbes,€ 4.053,9.7,"El Sansi Pedralbes alberga jardines tranquilos y ofrece habitaciones elegantes con WiFi gratuita y TV.

Se encuentra a solo 250 metros del monasterio de Pedralbes y a 700 metros de la Universidad UPC.
El IESE Business School está a solo 5 minutos a pie, mientras que la Universidad ESADE queda a 200 metros.

Las habitaciones de este hotel de diseño están decoradas en tonos azules y marrones suaves, e incluyen aire acondicionado, minibar, caja fuerte y plancha. Hay artículos de aseo en el baño.

Los autobuses que van al centro de Barcelona paran a 20 metros del hotel, mientras que los autobuses turísticos paran en el monasterio de Pedralbes.
El establecimiento se encuentra a 800 metros de la estación de Reina Elisenda y a 15 minutos en coche del aeropuerto de Barcelona.

Hay varios bares y cafeterías famosas en Sarrià, a unos 10 minutos a pie del hotel.

El restaurante del Sansi sirve desayuno con productos variados y cocina catalana en un ambiente elegante.

El spa del hotel, disponible por un suplemento, está equipado con piscina cubierta climatizada, saunas y duchas de aromaterapia. Se presta servicio de masajes, bajo petición."
Latroupe Poblenou Beach,€ 1.915,8.6,"Latroupe Poblenou Beach se encuentra en Barcelona, a 8 min a pie de Playa de la Mar Bella, y ofrece servicio de conserjería, habitaciones libres de humo, salón de uso común, wifi gratis en todo el alojamiento y terraza. El alojamiento está a unos 8 min a pie de Platja del Bogatell, a 1 km de Platja de la Nova Mar Bella y a 2,2 km de Platja del Somorrostro. El alojamiento dispone de cocina compartida, mostrador de información turística y guardaequipaje.

Las habitaciones incluyen ropa de cama.

En el alojamiento se puede disfrutar de un desayuno buffet, continental o vegetariano.

La recepción ofrece ayuda en todo momento, y el personal habla catalán, checo, inglés y español.

Platja de la Barceloneta está a 2,8 km del alojamiento, y Port Olimpic está a 2,3 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 15 km."
Casa Gracia Apartments,€ 2.096,8.1,"Casa Gracia Apartments se encuentra en Barcelona, a pocos pasos de Paseo de Gracia y a 4 min a pie de La Pedrera, y ofrece alojamiento con wifi gratis y zona de estar.

El alojamiento tiene aire acondicionado, cocina totalmente equipada y con zona de comedor, TV de pantalla plana y baño privado con ducha, artículos de aseo gratuitos y secador de pelo. Algunas unidades disponen de terraza y/o balcón con vistas a la ciudad.

Cerca del alojamiento hay puntos de interés como Casa Batlló, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 14 km."
Cosmo Apartments Sants,€ 1.996,8.2,"El Cosmo Apartments Sants está situado a solo 50 metros de la estación de tren de Barcelona Sants y ofrece apartamentos con aire acondicionado, TV de pantalla plana, WiFi gratuita y vistas a la ciudad. El edificio tiene recepción 24 horas con mostrador de información turística.

Cada apartamento del Cosmo Apartments Sants es elegante y cuenta con ventanales. Algunos tienen balcón. Todos los apartamentos disponen de zona de cocina moderna con vitrocerámica, lavavajillas y microondas con grill. Se facilitan utensilios de cocina, ropa de cama y toallas.

Hay numerosos bares y restaurantes en las calles cercanas al edificio del Cosmo Apartments Sants.

El Centro de Conferencias Fira está a unos 15 minutos a pie, mientras que el estadio Camp Nou del FC Barcelona queda a 20 minutos a pie. La estación de metro Plaça de Sants se encuentra a 200 metros y ofrece acceso directo al centro histórico de la ciudad."
Aparthotel Rambla108,€ 2.292,8.6,"El Apartments Ramblas108 ofrece apartamentos modernos en Las Ramblas de Barcelona, en pleno centro de la ciudad. Cada apartamento está equipado con aire acondicionado y WiFi gratuita. La mayoría tiene balcón privado con vistas a Las Ramblas.

Los apartamentos del Apartments Ramblas108 son elegantes y disponen de zona de estar con TV LCD y zona de cocina bien equipada con microondas, tostadora y cafetera. Algunos tienen lavadora. Se proporcionan toallas y ropa de cama.

El Apartments Ramblas108 está situado en el Barrio Gótico, justo enfrente del animado mercado La Boquería y de la estación de metro Liceu. Los autobuses que llevan al aeropuerto de Barcelona paran en la plaza de Cataluña, situada a 3 minutos a pie."
,€ 1.258,8.2,"El BYPILLOW House ofrece habitaciones con aire acondicionado, balcón, WiFi gratuita y aparcamiento privado. El establecimiento se halla a 300 metros de la estación de metro Maragall, que ofrece enlaces con la famosa Sagrada Familia y con la popular playa de arena de la Barceloneta, en Barcelona.

Las habitaciones son luminosas y disponen de suelo de madera y baño privado con artículos de aseo gratuitos y bañera o ducha. Las suites tienen 2 zonas independientes con 2 camas dobles.

Los autobuses en dirección al centro de la ciudad salen desde una parada situada a 200 metros. La plaza de Cataluña está a 30 minutos en transporte público. El moderno Paseo de Gracia queda a 20 minutos en metro."
AG Apartments,€ 2.624,8.6,"El Apartamentos AG ocupa un edificio restaurado de 1893 y se encuentra en el barrio Poble Sec de Barcelona. Hay WiFi gratuita. El establecimiento está a 1,2 km de la plaza Plaça d'Espanya

En la zona de recepción del Apartamentos AG hay una galería fotográfica. Todos los apartamentos están decorados con fotografías del artista Enrique Rottenberg y presentan un estilo que combina toques rústicos e industriales. El establecimiento conserva las paredes de ladrillo originales, arcos y vigas a la vista, puertas de madera y suelo de cerámica.

Todos los apartamentos incluyen aire acondicionado y calefacción. Hay una sala de estar con TV inteligente de 42 pulgadas, cocina de planta abierta totalmente equipada y un baño moderno. Algunos apartamentos tienen un balcón. Se facilitan toallas y ropa de cama. El edificio dispone de ascensor.

La estación de metro Poble Sec, la más cercana, se encuentra a 400 metros del establecimiento y permite el acceso a la plaza Plaça de Catalunya en 4 paradas. Los autobuses al aeropuerto de Barcelona El Prat, situado a 20 minutos en coche del establecimiento, salen de la plaza Plaça d'Espanya.

Las imágenes que se muestran en la parte superior de esta página son una selección de los diferentes apartamentos situados en el barrio Poble Sec. Para ver las fotografías de cada apartamento, seleccione una fecha y pinche sobre el apartamento correspondiente."
Tibidabo Apartments,€ 2.060,8.7,"Estos apartamentos disponen de conexión Wi-Fi gratuita y se encuentran en Vall d'Hebron, en las colinas de Barcelona, a menos de 10 minutos a pie de las estaciones de metro de Penitents y de Vall d'Hebron y a 15 minutos en metro de La Rambla.

Los Apartamentos Tibidabo ocupan una antigua villa con un jardín y una terraza amplios.

El establecimiento está bien comunicado en coche. A 200 metros está la B20 o Ronda de Dalt, el aeropuerto de Barcelona se encuentra a 15 minutos en coche y el Museo de la Ciencia CosmoCaixa y el Hospital Vall d'Hebrón están a unos minutos en coche. Alrededor de los apartamentos, en la calle, hay plazas de aparcamiento gratuitas.

Los Apartamentos Tibidabo están ubicados a los pies de la montaña del Tibidabo, en la Sierra de Collserola. El Tibidabo es famoso por la preciosa inglesia del Sagrado Corazón, por el parque de atracciones y por las vistas espectaculares a Barcelona."
Palau de la Musica Apartments,€ 2.590,8.3,"Estos apartamentos amplios y elegantes, ubicados en un edificio del siglo XIX junto al encantador edificio del Palau de la Música, ofrecen un alojamiento moderno en el centro histórico de la ciudad.

El Palau de la Musica Apartments garantiza una estancia con mucho estilo. El interior de cada apartamento presenta suelos de parquet y de baldosas y un diseño elegante.

El alojamiento cuenta con cocina bien equipada, equipo de música, TV vía satélite y aire acondicionado.

El establecimiento se encuentra en pleno barrio de El Born, una zona céntrica y moderna, repleta de bares sofisticados, restaurantes y boutiques. El Barrio Gótico y La Rambla también están a pocos pasos."
Happy People Plaza España Apartments,€ 3.607,8.2,"El Happy People Plaza España Apartments ofrece apartamentos con aire acondicionado y conexión Wi-Fi gratuita en Barcelona, a 10 minutos a pie de la plaza de España. El edificio alberga una terraza chill out en la azotea.

Los apartamentos son modernos y luminosos y disponen de salón con TV de pantalla plana y cocina con zona de comedor y microondas. Ambos apartamentos cuentan con 2 dormitorios dobles, 2 dormitorios con 2 camas individuales y 2 baños. Las toallas y la ropa de cama están incluidas.

En la zona de los alrededores hay multitud de restaurantes, bares y tiendas. Los apartamentos están situados a 300 metros de la estación de metro de Hostafrancs y a 10 minutos en metro de la plaza de Cataluña.

La estación de tren de Barcelona Sants, que conecta con el aeropuerto de Barcelona, está a 5 minutos a pie del Happy People Plaza España Apartments."
BacHome Terrace B&B,€ 1.933,8.6,"El BacHome Terrace B&B está situado en el centro de Barcelona, a 500 metros de la plaza de Cataluña y del paseo de Gràcia. Este bed and breakfast moderno cuenta con una amplia terraza cubierta con sofás y ofrece café y té gratuitos las 24 horas.

Las habitaciones del BacHome Terrace B&B presentan una decoración moderna y tienen aire acondicionado y WiFi gratuita. Todas cuentan con escritorio, baño privado y vistas a la calle o a la zona de terraza. El baño incluye secador de pelo y artículos de aseo gratuitos.

El BacHome Terrace B&B. está a 500 metros de la calle Portal del Ángel, que cuenta con muchas tiendas, y a 5 minutos a pie del barrio Gótico, donde hay numerosas cafeterías y restaurantes con encanto. El hermoso Palau de la Música también está a 400 metros.

La estación de metro de Urquinaona queda a 150 metros y está bien comunicada con el resto de la ciudad. Los autobuses hacia el aeropuerto salen desde la plaza de Cataluña, situada a 7 minutos a pie."
Hotel Sagrada Familia Apartments,€ 2.136,8.3,"El Hotel Sagrada Familia Apartments se encuentra en Barcelona y ofrece apartamentos independientes a 50 metros de la Sagrada Familia de Gaudí. La estación de metro Sagrada Familia está a 3 minutos a pie.

Los apartamentos están insonorizados y cuentan con aire acondicionado, WiFi gratis y TV de pantalla plana. Además, todos disponen de zona de cocina con lavavajillas y microondas, así como de zona de salón comedor.

El establecimiento proporciona ropa de cama y toallas, pero los huéspedes solo recibirán productos de limpieza y artículos de aseo básicos.

El Hotel Sagrada Familia Apartments está a 20 minutos a pie de la Casa Batlló y de La Pedrera de Gaudí. El aeropuerto de Barcelona-El Prat se encuentra a 14 km."
,€ 1.498,7.9,"Casa Lirio es un alojamiento con una ubicación ideal en Barcelona que ofrece un desayuno buffet y wifi gratis en todo el alojamiento. Este hotel de 2 estrellas ofrece guardaequipaje. Algunas habitaciones del alojamiento tienen un balcón con vistas a la ciudad.

En el hotel, cada habitación incluye escritorio. Todas las habitaciones del alojamiento tienen baño privado con ducha y artículos de aseo gratuitos, además de TV de pantalla plana y aire acondicionado. Algunas de las habitaciones incluyen terraza. En Casa Lirio, cada habitación dispone de ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Platja de Sant Miquel, Platja de Sant Sebastià y Platja de la Barceloneta. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 12 km, y el alojamiento ofrece servicio de traslado de pago para ir o volver del aeropuerto."
